state,county_name,fips_code,carrier,issuer_id,market,plan_count
AL,Clay County,1027,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Cleburne County,1029,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Coffee County,1031,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Colbert County,1033,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Conecuh County,1035,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Coosa County,1037,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Covington County,1039,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Crenshaw County,1041,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Cullman County,1043,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Dale County,1045,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Dallas County,1047,BlueCross BlueShield of Alabama,46944,on_market,13
AL,DeKalb County,1049,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Elmore County,1051,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Escambia County,1053,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Etowah County,1055,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Fayette County,1057,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Franklin County,1059,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Geneva County,1061,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Greene County,1063,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Hale County,1065,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Henry County,1067,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Houston County,1069,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Jackson County,1071,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Jefferson County,1073,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Jefferson County,1073,Bright Health Plan,73301,on_market,9
AL,Lamar County,1075,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Lauderdale County,1077,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Lawrence County,1079,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Lee County,1081,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Limestone County,1083,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Lowndes County,1085,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Macon County,1087,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Madison County,1089,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Marengo County,1091,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Marion County,1093,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Marshall County,1095,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Mobile County,1097,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Monroe County,1099,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Montgomery County,1101,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Morgan County,1103,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Perry County,1105,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Pickens County,1107,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Pike County,1109,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Randolph County,1111,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Russell County,1113,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Shelby County,1117,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Shelby County,1117,Bright Health Plan,73301,on_market,9
AL,St. Clair County,1115,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Sumter County,1119,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Talladega County,1121,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Tallapoosa County,1123,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Tuscaloosa County,1125,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Walker County,1127,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Walker County,1127,Bright Health Plan,73301,on_market,9
AL,Washington County,1129,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Wilcox County,1131,BlueCross BlueShield of Alabama,46944,on_market,13
AL,Winston County,1133,BlueCross BlueShield of Alabama,46944,on_market,13
AR,Arkansas County,5001,Ambetter,62141,on_market,26
AR,Arkansas County,5001,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Arkansas County,5001,QualChoice,37903,on_market,9
AR,Arkansas County,5001,QualChoice,70525,on_market,11
AR,Ashley County,5003,Ambetter,62141,on_market,26
AR,Ashley County,5003,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Ashley County,5003,QualChoice,37903,on_market,9
AR,Ashley County,5003,QualChoice,70525,on_market,11
AR,Baxter County,5005,Ambetter,62141,on_market,26
AR,Baxter County,5005,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Baxter County,5005,QualChoice,37903,on_market,9
AR,Baxter County,5005,QualChoice,70525,on_market,11
AR,Benton County,5007,Ambetter,62141,on_market,26
AR,Benton County,5007,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Benton County,5007,QualChoice,37903,on_market,9
AR,Benton County,5007,QualChoice,70525,on_market,11
AR,Boone County,5009,Ambetter,62141,on_market,26
AR,Boone County,5009,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Boone County,5009,QualChoice,37903,on_market,9
AR,Boone County,5009,QualChoice,70525,on_market,11
AR,Bradley County,5011,Ambetter,62141,on_market,26
AR,Bradley County,5011,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Bradley County,5011,QualChoice,37903,on_market,9
AR,Bradley County,5011,QualChoice,70525,on_market,11
AR,Calhoun County,5013,Ambetter,62141,on_market,26
AR,Calhoun County,5013,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Calhoun County,5013,QualChoice,70525,on_market,7
AR,Carroll County,5015,Ambetter,62141,on_market,26
AR,Carroll County,5015,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Carroll County,5015,QualChoice,37903,on_market,9
AR,Carroll County,5015,QualChoice,70525,on_market,11
AR,Chicot County,5017,Ambetter,62141,on_market,26
AR,Chicot County,5017,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Chicot County,5017,QualChoice,37903,on_market,9
AR,Chicot County,5017,QualChoice,70525,on_market,11
AR,Clark County,5019,Ambetter,62141,on_market,26
AR,Clark County,5019,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Clark County,5019,QualChoice,37903,on_market,9
AR,Clark County,5019,QualChoice,70525,on_market,11
AR,Clay County,5021,Ambetter,62141,on_market,26
AR,Clay County,5021,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Clay County,5021,QualChoice,37903,on_market,9
AR,Clay County,5021,QualChoice,70525,on_market,11
AR,Cleburne County,5023,Ambetter,62141,on_market,26
AR,Cleburne County,5023,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Cleburne County,5023,QualChoice,37903,on_market,9
AR,Cleburne County,5023,QualChoice,70525,on_market,11
AR,Cleveland County,5025,Ambetter,62141,on_market,26
AR,Cleveland County,5025,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Cleveland County,5025,QualChoice,37903,on_market,9
AR,Cleveland County,5025,QualChoice,70525,on_market,11
AR,Columbia County,5027,Ambetter,62141,on_market,26
AR,Columbia County,5027,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Columbia County,5027,QualChoice,70525,on_market,7
AR,Conway County,5029,Ambetter,62141,on_market,26
AR,Conway County,5029,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Conway County,5029,QualChoice,37903,on_market,9
AR,Conway County,5029,QualChoice,70525,on_market,11
AR,Craighead County,5031,Ambetter,62141,on_market,26
AR,Craighead County,5031,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Craighead County,5031,QualChoice,37903,on_market,9
AR,Craighead County,5031,QualChoice,70525,on_market,11
AR,Crawford County,5033,Ambetter,62141,on_market,26
AR,Crawford County,5033,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Crawford County,5033,QualChoice,70525,on_market,7
AR,Crittenden County,5035,Ambetter,62141,on_market,26
AR,Crittenden County,5035,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Crittenden County,5035,QualChoice,37903,on_market,9
AR,Crittenden County,5035,QualChoice,70525,on_market,11
AR,Cross County,5037,Ambetter,62141,on_market,26
AR,Cross County,5037,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Cross County,5037,QualChoice,37903,on_market,9
AR,Cross County,5037,QualChoice,70525,on_market,11
AR,Dallas County,5039,Ambetter,62141,on_market,26
AR,Dallas County,5039,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Dallas County,5039,QualChoice,37903,on_market,9
AR,Dallas County,5039,QualChoice,70525,on_market,11
AR,Desha County,5041,Ambetter,62141,on_market,26
AR,Desha County,5041,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Desha County,5041,QualChoice,37903,on_market,9
AR,Desha County,5041,QualChoice,70525,on_market,11
AR,Drew County,5043,Ambetter,62141,on_market,26
AR,Drew County,5043,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Drew County,5043,QualChoice,37903,on_market,9
AR,Drew County,5043,QualChoice,70525,on_market,11
AR,Faulkner County,5045,Ambetter,62141,on_market,26
AR,Faulkner County,5045,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Faulkner County,5045,QualChoice,37903,on_market,9
AR,Faulkner County,5045,QualChoice,70525,on_market,11
AR,Franklin County,5047,Ambetter,62141,on_market,26
AR,Franklin County,5047,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Franklin County,5047,QualChoice,70525,on_market,7
AR,Fulton County,5049,Ambetter,62141,on_market,26
AR,Fulton County,5049,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Fulton County,5049,QualChoice,37903,on_market,9
AR,Fulton County,5049,QualChoice,70525,on_market,11
AR,Garland County,5051,Ambetter,62141,on_market,26
AR,Garland County,5051,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Garland County,5051,QualChoice,37903,on_market,9
AR,Garland County,5051,QualChoice,70525,on_market,11
AR,Grant County,5053,Ambetter,62141,on_market,26
AR,Grant County,5053,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Grant County,5053,QualChoice,37903,on_market,9
AR,Grant County,5053,QualChoice,70525,on_market,11
AR,Greene County,5055,Ambetter,62141,on_market,26
AR,Greene County,5055,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Greene County,5055,QualChoice,37903,on_market,9
AR,Greene County,5055,QualChoice,70525,on_market,11
AR,Hempstead County,5057,Ambetter,62141,on_market,26
AR,Hempstead County,5057,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Hempstead County,5057,QualChoice,70525,on_market,7
AR,Hot Spring County,5059,Ambetter,62141,on_market,26
AR,Hot Spring County,5059,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Hot Spring County,5059,QualChoice,37903,on_market,9
AR,Hot Spring County,5059,QualChoice,70525,on_market,11
AR,Howard County,5061,Ambetter,62141,on_market,26
AR,Howard County,5061,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Howard County,5061,QualChoice,70525,on_market,7
AR,Independence County,5063,Ambetter,62141,on_market,26
AR,Independence County,5063,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Independence County,5063,QualChoice,37903,on_market,9
AR,Independence County,5063,QualChoice,70525,on_market,11
AR,Izard County,5065,Ambetter,62141,on_market,26
AR,Izard County,5065,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Izard County,5065,QualChoice,37903,on_market,9
AR,Izard County,5065,QualChoice,70525,on_market,11
AR,Jackson County,5067,Ambetter,62141,on_market,26
AR,Jackson County,5067,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Jackson County,5067,QualChoice,37903,on_market,9
AR,Jackson County,5067,QualChoice,70525,on_market,11
AR,Jefferson County,5069,Ambetter,62141,on_market,26
AR,Jefferson County,5069,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Jefferson County,5069,QualChoice,37903,on_market,9
AR,Jefferson County,5069,QualChoice,70525,on_market,11
AR,Johnson County,5071,Ambetter,62141,on_market,26
AR,Johnson County,5071,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Johnson County,5071,QualChoice,70525,on_market,7
AR,Lafayette County,5073,Ambetter,62141,on_market,26
AR,Lafayette County,5073,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Lafayette County,5073,QualChoice,70525,on_market,7
AR,Lawrence County,5075,Ambetter,62141,on_market,26
AR,Lawrence County,5075,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Lawrence County,5075,QualChoice,37903,on_market,9
AR,Lawrence County,5075,QualChoice,70525,on_market,11
AR,Lee County,5077,Ambetter,62141,on_market,26
AR,Lee County,5077,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Lee County,5077,QualChoice,37903,on_market,9
AR,Lee County,5077,QualChoice,70525,on_market,11
AR,Lincoln County,5079,Ambetter,62141,on_market,26
AR,Lincoln County,5079,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Lincoln County,5079,QualChoice,37903,on_market,9
AR,Lincoln County,5079,QualChoice,70525,on_market,11
AR,Little River County,5081,Ambetter,62141,on_market,26
AR,Little River County,5081,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Little River County,5081,QualChoice,70525,on_market,7
AR,Logan County,5083,Ambetter,62141,on_market,26
AR,Logan County,5083,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Logan County,5083,QualChoice,70525,on_market,7
AR,Lonoke County,5085,Ambetter,62141,on_market,26
AR,Lonoke County,5085,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Lonoke County,5085,QualChoice,37903,on_market,9
AR,Lonoke County,5085,QualChoice,70525,on_market,11
AR,Madison County,5087,Ambetter,62141,on_market,26
AR,Madison County,5087,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Madison County,5087,QualChoice,37903,on_market,9
AR,Madison County,5087,QualChoice,70525,on_market,11
AR,Marion County,5089,Ambetter,62141,on_market,26
AR,Marion County,5089,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Marion County,5089,QualChoice,37903,on_market,9
AR,Marion County,5089,QualChoice,70525,on_market,11
AR,Miller County,5091,Ambetter,62141,on_market,26
AR,Miller County,5091,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Miller County,5091,QualChoice,70525,on_market,7
AR,Mississippi County,5093,Ambetter,62141,on_market,26
AR,Mississippi County,5093,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Mississippi County,5093,QualChoice,37903,on_market,9
AR,Mississippi County,5093,QualChoice,70525,on_market,11
AR,Monroe County,5095,Ambetter,62141,on_market,26
AR,Monroe County,5095,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Monroe County,5095,QualChoice,37903,on_market,9
AR,Monroe County,5095,QualChoice,70525,on_market,11
AR,Montgomery County,5097,Ambetter,62141,on_market,26
AR,Montgomery County,5097,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Montgomery County,5097,QualChoice,37903,on_market,9
AR,Montgomery County,5097,QualChoice,70525,on_market,11
AR,Nevada County,5099,Ambetter,62141,on_market,26
AR,Nevada County,5099,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Nevada County,5099,QualChoice,70525,on_market,7
AR,Newton County,5101,Ambetter,62141,on_market,26
AR,Newton County,5101,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Newton County,5101,QualChoice,37903,on_market,9
AR,Newton County,5101,QualChoice,70525,on_market,11
AR,Ouachita County,5103,Ambetter,62141,on_market,26
AR,Ouachita County,5103,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Ouachita County,5103,QualChoice,70525,on_market,7
AR,Perry County,5105,Ambetter,62141,on_market,26
AR,Perry County,5105,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Perry County,5105,QualChoice,37903,on_market,9
AR,Perry County,5105,QualChoice,70525,on_market,11
AR,Phillips County,5107,Ambetter,62141,on_market,26
AR,Phillips County,5107,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Phillips County,5107,QualChoice,37903,on_market,9
AR,Phillips County,5107,QualChoice,70525,on_market,11
AR,Pike County,5109,Ambetter,62141,on_market,26
AR,Pike County,5109,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Pike County,5109,QualChoice,37903,on_market,9
AR,Pike County,5109,QualChoice,70525,on_market,11
AR,Poinsett County,5111,Ambetter,62141,on_market,26
AR,Poinsett County,5111,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Poinsett County,5111,QualChoice,37903,on_market,9
AR,Poinsett County,5111,QualChoice,70525,on_market,11
AR,Polk County,5113,Ambetter,62141,on_market,26
AR,Polk County,5113,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Polk County,5113,QualChoice,70525,on_market,7
AR,Pope County,5115,Ambetter,62141,on_market,26
AR,Pope County,5115,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Pope County,5115,QualChoice,37903,on_market,9
AR,Pope County,5115,QualChoice,70525,on_market,11
AR,Prairie County,5117,Ambetter,62141,on_market,26
AR,Prairie County,5117,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Prairie County,5117,QualChoice,37903,on_market,9
AR,Prairie County,5117,QualChoice,70525,on_market,11
AR,Pulaski County,5119,Ambetter,62141,on_market,26
AR,Pulaski County,5119,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Pulaski County,5119,QualChoice,37903,on_market,9
AR,Pulaski County,5119,QualChoice,70525,on_market,11
AR,Randolph County,5121,Ambetter,62141,on_market,26
AR,Randolph County,5121,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Randolph County,5121,QualChoice,37903,on_market,9
AR,Randolph County,5121,QualChoice,70525,on_market,11
AR,Saline County,5125,Ambetter,62141,on_market,26
AR,Saline County,5125,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Saline County,5125,QualChoice,37903,on_market,9
AR,Saline County,5125,QualChoice,70525,on_market,11
AR,Scott County,5127,Ambetter,62141,on_market,26
AR,Scott County,5127,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Scott County,5127,QualChoice,70525,on_market,7
AR,Searcy County,5129,Ambetter,62141,on_market,26
AR,Searcy County,5129,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Searcy County,5129,QualChoice,37903,on_market,9
AR,Searcy County,5129,QualChoice,70525,on_market,11
AR,Sebastian County,5131,Ambetter,62141,on_market,26
AR,Sebastian County,5131,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Sebastian County,5131,QualChoice,70525,on_market,7
AR,Sevier County,5133,Ambetter,62141,on_market,26
AR,Sevier County,5133,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Sevier County,5133,QualChoice,70525,on_market,7
AR,Sharp County,5135,Ambetter,62141,on_market,26
AR,Sharp County,5135,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Sharp County,5135,QualChoice,37903,on_market,9
AR,Sharp County,5135,QualChoice,70525,on_market,11
AR,St. Francis County,5123,Ambetter,62141,on_market,26
AR,St. Francis County,5123,Arkansas BlueCross BlueShield,75293,on_market,27
AR,St. Francis County,5123,QualChoice,37903,on_market,9
AR,St. Francis County,5123,QualChoice,70525,on_market,11
AR,Stone County,5137,Ambetter,62141,on_market,26
AR,Stone County,5137,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Stone County,5137,QualChoice,37903,on_market,9
AR,Stone County,5137,QualChoice,70525,on_market,11
AR,Union County,5139,Ambetter,62141,on_market,26
AR,Union County,5139,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Union County,5139,QualChoice,70525,on_market,7
AR,Van Buren County,5141,Ambetter,62141,on_market,26
AR,Van Buren County,5141,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Van Buren County,5141,QualChoice,37903,on_market,9
AR,Van Buren County,5141,QualChoice,70525,on_market,11
AR,Washington County,5143,Ambetter,62141,on_market,26
AR,Washington County,5143,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Washington County,5143,QualChoice,37903,on_market,9
AR,Washington County,5143,QualChoice,70525,on_market,11
AR,White County,5145,Ambetter,62141,on_market,26
AR,White County,5145,Arkansas BlueCross BlueShield,75293,on_market,27
AR,White County,5145,QualChoice,37903,on_market,9
AR,White County,5145,QualChoice,70525,on_market,11
AR,Woodruff County,5147,Ambetter,62141,on_market,26
AR,Woodruff County,5147,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Woodruff County,5147,QualChoice,37903,on_market,9
AR,Woodruff County,5147,QualChoice,70525,on_market,11
AR,Yell County,5149,Ambetter,62141,on_market,26
AR,Yell County,5149,Arkansas BlueCross BlueShield,75293,on_market,27
AR,Yell County,5149,QualChoice,37903,on_market,9
AR,Yell County,5149,QualChoice,70525,on_market,11
AZ,Apache County,4001,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Cochise County,4003,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Coconino County,4005,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Gila County,4007,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Graham County,4009,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Greenlee County,4011,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,La Paz County,4012,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Maricopa County,4013,Ambetter,91450,on_market,15
AZ,Maricopa County,4013,Bright Health Plan,87247,off_market,2
AZ,Maricopa County,4013,Bright Health Plan,87247,on_market,12
AZ,Maricopa County,4013,Cigna,97667,on_market,11
AZ,Maricopa County,4013,Oscar,13877,off_market,1
AZ,Maricopa County,4013,Oscar,13877,on_market,17
AZ,Mohave County,4015,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Navajo County,4017,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Pima County,4019,Ambetter,91450,on_market,14
AZ,Pima County,4019,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Pima County,4019,Bright Health Plan,87247,off_market,2
AZ,Pima County,4019,Bright Health Plan,87247,on_market,12
AZ,Pinal County,4021,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Santa Cruz County,4023,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Yavapai County,4025,BlueCross BlueShield of Arizona,53901,on_market,12
AZ,Yuma County,4027,BlueCross BlueShield of Arizona,53901,on_market,12
CA,Alameda County,6001,BlueShield of California,70285,off_market,3
CA,Alameda County,6001,BlueShield of California,70285,on_market,15
CA,Alameda County,6001,Kaiser Permanente,40513,off_market,10
CA,Alameda County,6001,Kaiser Permanente,40513,on_market,10
CA,Alameda County,6001,Sutter Health Plus,64210,off_market,4
CA,Alpine County,6003,Anthem,27603,off_market,4
CA,Alpine County,6003,Anthem,27603,on_market,9
CA,Alpine County,6003,BlueShield of California,70285,off_market,2
CA,Alpine County,6003,BlueShield of California,70285,on_market,9
CA,Amador County,6005,Anthem,27603,off_market,4
CA,Amador County,6005,Anthem,27603,on_market,9
CA,Amador County,6005,BlueShield of California,70285,off_market,2
CA,Amador County,6005,BlueShield of California,70285,on_market,9
CA,Amador County,6005,Kaiser Permanente,40513,off_market,10
CA,Amador County,6005,Kaiser Permanente,40513,on_market,10
CA,Butte County,6007,Anthem,27603,off_market,4
CA,Butte County,6007,Anthem,27603,on_market,9
CA,Butte County,6007,BlueShield of California,70285,off_market,2
CA,Butte County,6007,BlueShield of California,70285,on_market,9
CA,Calaveras County,6009,Anthem,27603,off_market,4
CA,Calaveras County,6009,Anthem,27603,on_market,9
CA,Calaveras County,6009,BlueShield of California,70285,off_market,2
CA,Calaveras County,6009,BlueShield of California,70285,on_market,9
CA,Colusa County,6011,Anthem,27603,off_market,4
CA,Colusa County,6011,Anthem,27603,on_market,9
CA,Colusa County,6011,BlueShield of California,70285,off_market,2
CA,Colusa County,6011,BlueShield of California,70285,on_market,9
CA,Contra Costa County,6013,BlueShield of California,70285,off_market,3
CA,Contra Costa County,6013,BlueShield of California,70285,on_market,15
CA,Contra Costa County,6013,Health Net,99110,off_market,11
CA,Contra Costa County,6013,Health Net,99110,on_market,8
CA,Contra Costa County,6013,Kaiser Permanente,40513,off_market,10
