fips_code,county_name,rating_area_count,rating_area_id,year
2158,Kusilvak Census Area,2,AK02,2019
2164,Lake and Peninsula Borough,2,AK01,2019
2164,Lake and Peninsula Borough,2,AK02,2019
2170,Matanuska-Susitna Borough,1,AK02,2019
2180,Nome Census Area,1,AK02,2019
2185,North Slope Borough,1,AK02,2019
2188,Northwest Arctic Borough,1,AK02,2019
2195,Petersburg Census Area,1,AK03,2019
2198,Prince of Wales-Hyder Census Area,1,AK03,2019
2220,Sitka City and Borough,1,AK03,2019
2230,Skagway Municipality,1,AK03,2019
2240,Southeast Fairbanks Census Area,1,AK02,2019
2261,Valdez-Cordova Census Area,2,AK01,2019
2261,Valdez-Cordova Census Area,2,AK02,2019
2275,Wrangell City and Borough,1,AK03,2019
2282,Yakutat City and Borough,1,AK02,2019
2290,Yukon-Koyukuk Census Area,2,AK01,2019
2290,Yukon-Koyukuk Census Area,2,AK02,2019
4001,Apache County,1,AZ01,2019
4003,Cochise County,1,AZ07,2019
4005,Coconino County,1,AZ01,2019
4007,Gila County,1,AZ05,2019
4009,Graham County,1,AZ07,2019
4011,Greenlee County,1,AZ07,2019
4012,La Paz County,1,AZ03,2019
4013,Maricopa County,1,AZ04,2019
4015,Mohave County,1,AZ01,2019
4017,Navajo County,1,AZ01,2019
4019,Pima County,1,AZ06,2019
4021,Pinal County,1,AZ05,2019
4023,Santa Cruz County,1,AZ06,2019
4025,Yavapai County,1,AZ02,2019
4027,Yuma County,1,AZ03,2019
5001,Arkansas County,1,AR05,2019
5003,Ashley County,1,AR05,2019
5005,Baxter County,1,AR03,2019
5007,Benton County,1,AR03,2019
5009,Boone County,1,AR03,2019
5011,Bradley County,1,AR05,2019
5013,Calhoun County,1,AR06,2019
5015,Carroll County,1,AR03,2019
5017,Chicot County,1,AR05,2019
5019,Clark County,1,AR04,2019
5021,Clay County,1,AR02,2019
5023,Cleburne County,1,AR01,2019
5025,Cleveland County,1,AR05,2019
5027,Columbia County,1,AR06,2019
5029,Conway County,1,AR01,2019
5031,Craighead County,1,AR02,2019
5033,Crawford County,1,AR07,2019
5035,Crittenden County,1,AR02,2019
5037,Cross County,1,AR02,2019
5039,Dallas County,1,AR05,2019
5041,Desha County,1,AR05,2019
5043,Drew County,1,AR05,2019
5045,Faulkner County,1,AR01,2019
5047,Franklin County,1,AR07,2019
5049,Fulton County,1,AR02,2019
5051,Garland County,1,AR04,2019
5053,Grant County,1,AR01,2019
5055,Greene County,1,AR02,2019
5057,Hempstead County,1,AR06,2019
5059,Hot Spring County,1,AR04,2019
5061,Howard County,1,AR06,2019
5063,Independence County,1,AR02,2019
5065,Izard County,1,AR02,2019
5067,Jackson County,1,AR02,2019
5069,Jefferson County,1,AR05,2019
5071,Johnson County,1,AR07,2019
5073,Lafayette County,1,AR06,2019
5075,Lawrence County,1,AR02,2019
5077,Lee County,1,AR05,2019
5079,Lincoln County,1,AR05,2019
5081,Little River County,1,AR06,2019
5083,Logan County,1,AR07,2019
5085,Lonoke County,1,AR01,2019
5087,Madison County,1,AR03,2019
5089,Marion County,1,AR03,2019
5091,Miller County,1,AR06,2019
5093,Mississippi County,1,AR02,2019
5095,Monroe County,1,AR05,2019
5097,Montgomery County,1,AR04,2019
5099,Nevada County,1,AR06,2019
5101,Newton County,1,AR03,2019
5103,Ouachita County,1,AR06,2019
5105,Perry County,1,AR01,2019
5107,Phillips County,1,AR05,2019
5109,Pike County,1,AR04,2019
5111,Poinsett County,1,AR02,2019
5113,Polk County,1,AR07,2019
5115,Pope County,1,AR01,2019
5117,Prairie County,1,AR01,2019
5119,Pulaski County,1,AR01,2019
5121,Randolph County,1,AR02,2019
5123,St. Francis County,1,AR02,2019
5125,Saline County,1,AR01,2019
5127,Scott County,1,AR07,2019
5129,Searcy County,1,AR03,2019
5131,Sebastian County,1,AR07,2019
5133,Sevier County,1,AR06,2019
5135,Sharp County,1,AR02,2019
5137,Stone County,1,AR02,2019
5139,Union County,1,AR06,2019
5141,Van Buren County,1,AR01,2019
5143,Washington County,1,AR03,2019
5145,White County,1,AR01,2019
5147,Woodruff County,1,AR02,2019
5149,Yell County,1,AR01,2019
6001,Alameda County,1,CA06,2019
6003,Alpine County,1,CA01,2019
6005,Amador County,1,CA01,2019
6007,Butte County,1,CA01,2019
6009,Calaveras County,1,CA01,2019
6011,Colusa County,1,CA01,2019
6013,Contra Costa County,1,CA05,2019
6015,Del Norte County,1,CA01,2019
6017,El Dorado County,1,CA03,2019
6019,Fresno County,1,CA11,2019
6021,Glenn County,1,CA01,2019
6023,Humboldt County,1,CA01,2019
6025,Imperial County,1,CA13,2019
6027,Inyo County,1,CA13,2019
6029,Kern County,1,CA14,2019
6031,Kings County,1,CA11,2019
6033,Lake County,1,CA01,2019
6035,Lassen County,1,CA01,2019
6037,Los Angeles County,2,CA15,2019
6037,Los Angeles County,2,CA16,2019
6039,Madera County,1,CA11,2019
6041,Marin County,1,CA02,2019
6043,Mariposa County,1,CA10,2019
6045,Mendocino County,1,CA01,2019
6047,Merced County,1,CA10,2019
6049,Modoc County,1,CA01,2019
6051,Mono County,1,CA13,2019
6053,Monterey County,1,CA09,2019
6055,Napa County,1,CA02,2019
6057,Nevada County,1,CA01,2019
6059,Orange County,1,CA18,2019
6061,Placer County,1,CA03,2019
6063,Plumas County,1,CA01,2019
6065,Riverside County,1,CA17,2019
6067,Sacramento County,1,CA03,2019
6069,San Benito County,1,CA09,2019
6071,San Bernardino County,1,CA17,2019
6073,San Diego County,1,CA19,2019
6075,San Francisco County,1,CA04,2019
6077,San Joaquin County,1,CA10,2019
6079,San Luis Obispo County,1,CA12,2019
6081,San Mateo County,1,CA08,2019
6083,Santa Barbara County,1,CA12,2019
6085,Santa Clara County,1,CA07,2019
6087,Santa Cruz County,1,CA09,2019
6089,Shasta County,1,CA01,2019
6091,Sierra County,1,CA01,2019
6093,Siskiyou County,1,CA01,2019
6095,Solano County,1,CA02,2019
6097,Sonoma County,1,CA02,2019
6099,Stanislaus County,1,CA10,2019
6101,Sutter County,1,CA01,2019
6103,Tehama County,1,CA01,2019
6105,Trinity County,1,CA01,2019
6107,Tulare County,1,CA10,2019
6109,Tuolumne County,1,CA01,2019
6111,Ventura County,1,CA12,2019
6113,Yolo County,1,CA03,2019
6115,Yuba County,1,CA01,2019
8001,Adams County,1,CO03,2019
8003,Alamosa County,1,CO08,2019
8005,Arapahoe County,1,CO03,2019
8007,Archuleta County,1,CO09,2019
8009,Baca County,1,CO08,2019
8011,Bent County,1,CO08,2019
8013,Boulder County,1,CO01,2019
8014,Broomfield County,1,CO03,2019
8015,Chaffee County,1,CO08,2019
8017,Cheyenne County,1,CO08,2019
8019,Clear Creek County,1,CO03,2019
8021,Conejos County,1,CO08,2019
8023,Costilla County,1,CO08,2019
8025,Crowley County,1,CO08,2019
8027,Custer County,1,CO08,2019
8029,Delta County,1,CO09,2019
8031,Denver County,1,CO03,2019
8033,Dolores County,1,CO09,2019
8035,Douglas County,1,CO03,2019
8037,Eagle County,1,CO09,2019
8039,Elbert County,1,CO03,2019
8041,El Paso County,1,CO02,2019
8043,Fremont County,1,CO08,2019
8045,Garfield County,1,CO09,2019
8047,Gilpin County,1,CO03,2019
8049,Grand County,1,CO09,2019
8051,Gunnison County,1,CO09,2019
8053,Hinsdale County,1,CO09,2019
8055,Huerfano County,1,CO08,2019
8057,Jackson County,1,CO09,2019
8059,Jefferson County,1,CO03,2019
8061,Kiowa County,1,CO08,2019
8063,Kit Carson County,1,CO08,2019
8065,Lake County,1,CO09,2019
8067,La Plata County,1,CO09,2019
8069,Larimer County,1,CO04,2019
8071,Las Animas County,1,CO08,2019
8073,Lincoln County,1,CO08,2019
8075,Logan County,1,CO08,2019
8077,Mesa County,1,CO05,2019
8079,Mineral County,1,CO08,2019
8081,Moffat County,1,CO09,2019
8083,Montezuma County,1,CO09,2019
8085,Montrose County,1,CO09,2019
8087,Morgan County,1,CO08,2019
8089,Otero County,1,CO08,2019
8091,Ouray County,1,CO09,2019
8093,Park County,1,CO03,2019
8095,Phillips County,1,CO08,2019
8097,Pitkin County,1,CO09,2019
8099,Prowers County,1,CO08,2019
8101,Pueblo County,1,CO07,2019
8103,Rio Blanco County,1,CO09,2019
8105,Rio Grande County,1,CO08,2019
8107,Routt County,1,CO09,2019
8109,Saguache County,1,CO08,2019
8111,San Juan County,1,CO09,2019
8113,San Miguel County,1,CO09,2019
8115,Sedgwick County,1,CO08,2019
8117,Summit County,1,CO09,2019
8119,Teller County,1,CO02,2019
8121,Washington County,1,CO08,2019
8123,Weld County,1,CO06,2019
8125,Yuma County,1,CO08,2019
9001,Fairfield County,1,CT01,2019
9003,Hartford County,1,CT02,2019
9005,Litchfield County,1,CT03,2019
9007,Middlesex County,1,CT04,2019
9009,New Haven County,1,CT05,2019
9011,New London County,1,CT06,2019
9013,Tolland County,1,CT07,2019
9015,Windham County,1,CT08,2019
10001,Kent County,1,DE01,2019
10003,New Castle County,1,DE01,2019
10005,Sussex County,1,DE01,2019
11001,District of Columbia,1,DC01,2019
12001,Alachua County,1,FL01,2019
12003,Baker County,1,FL02,2019
12005,Bay County,1,FL03,2019
12007,Bradford County,1,FL04,2019
12009,Brevard County,1,FL05,2019
12011,Broward County,1,FL06,2019
12013,Calhoun County,1,FL07,2019
12015,Charlotte County,1,FL08,2019
12017,Citrus County,1,FL09,2019
12019,Clay County,1,FL10,2019
12021,Collier County,1,FL11,2019
12023,Columbia County,1,FL12,2019
12027,DeSoto County,1,FL13,2019
12029,Dixie County,1,FL14,2019
12031,Duval County,1,FL15,2019
12033,Escambia County,1,FL16,2019
12035,Flagler County,1,FL17,2019
12037,Franklin County,1,FL18,2019
12039,Gadsden County,1,FL19,2019
12041,Gilchrist County,1,FL20,2019
12043,Glades County,1,FL21,2019
12045,Gulf County,1,FL22,2019
12047,Hamilton County,1,FL23,2019
12049,Hardee County,1,FL24,2019
12051,Hendry County,1,FL25,2019
12053,Hernando County,1,FL26,2019
12055,Highlands County,1,FL27,2019
12057,Hillsborough County,1,FL28,2019
12059,Holmes County,1,FL29,2019
12061,Indian River County,1,FL30,2019
12063,Jackson County,1,FL31,2019
12065,Jefferson County,1,FL32,2019
12067,Lafayette County,1,FL33,2019
12069,Lake County,1,FL34,2019
12071,Lee County,1,FL35,2019
12073,Leon County,1,FL36,2019
12075,Levy County,1,FL37,2019
12077,Liberty County,1,FL38,2019
12079,Madison County,1,FL39,2019
12081,Manatee County,1,FL40,2019
12083,Marion County,1,FL41,2019
12085,Martin County,1,FL42,2019
12086,Miami-Dade County,1,FL43,2019
12087,Monroe County,1,FL44,2019
12089,Nassau County,1,FL45,2019
12091,Okaloosa County,1,FL46,2019
12093,Okeechobee County,1,FL47,2019
12095,Orange County,1,FL48,2019
12097,Osceola County,1,FL49,2019
12099,Palm Beach County,1,FL50,2019
12101,Pasco County,1,FL51,2019
12103,Pinellas County,1,FL52,2019
12105,Polk County,1,FL53,2019
12107,Putnam County,1,FL54,2019
12109,St. Johns County,1,FL58,2019
12111,St. Lucie County,1,FL59,2019
12113,Santa Rosa County,1,FL55,2019
12115,Sarasota County,1,FL56,2019
12117,Seminole County,1,FL57,2019
12119,Sumter County,1,FL60,2019
12121,Suwannee County,1,FL61,2019
12123,Taylor County,1,FL62,2019
12125,Union County,1,FL63,2019
12127,Volusia County,1,FL64,2019
12129,Wakulla County,1,FL65,2019
12131,Walton County,1,FL66,2019
12133,Washington County,1,FL67,2019
13001,Appling County,1,GA14,2019
13003,Atkinson County,1,GA11,2019
13005,Bacon County,1,GA06,2019
13007,Baker County,1,GA01,2019
13009,Baldwin County,1,GA16,2019
13011,Banks County,1,GA10,2019
13013,Barrow County,1,GA02,2019
13015,Bartow County,1,GA03,2019
13017,Ben Hill County,1,GA15,2019
13019,Berrien County,1,GA15,2019
13021,Bibb County,1,GA12,2019
13023,Bleckley County,1,GA12,2019
13025,Brantley County,1,GA06,2019
13027,Brooks County,1,GA15,2019
13029,Bryan County,1,GA14,2019
13031,Bulloch County,1,GA14,2019
13033,Burke County,1,GA05,2019
13035,Butts County,1,GA03,2019
13037,Calhoun County,1,GA01,2019
13039,Camden County,1,GA06,2019
13043,Candler County,1,GA14,2019
13045,Carroll County,1,GA04,2019
13047,Catoosa County,1,GA07,2019
13049,Charlton County,1,GA06,2019
13051,Chatham County,1,GA14,2019
13053,Chattahoochee County,1,GA08,2019
13055,Chattooga County,1,GA13,2019
13057,Cherokee County,1,GA03,2019
13059,Clarke County,1,GA02,2019
13061,Clay County,1,GA01,2019
13063,Clayton County,1,GA03,2019
13065,Clinch County,1,GA15,2019
13067,Cobb County,1,GA03,2019
13069,Coffee County,1,GA11,2019
13071,Colquitt County,1,GA15,2019
13073,Columbia County,1,GA05,2019
13075,Cook County,1,GA15,2019
13077,Coweta County,1,GA03,2019
13079,Crawford County,1,GA12,2019
13081,Crisp County,1,GA01,2019
13083,Dade County,1,GA07,2019
13085,Dawson County,1,GA10,2019
13087,Decatur County,1,GA15,2019
13089,DeKalb County,1,GA03,2019
13091,Dodge County,1,GA12,2019
13093,Dooly County,1,GA12,2019
13095,Dougherty County,1,GA01,2019
13097,Douglas County,1,GA03,2019
13099,Early County,1,GA15,2019
13101,Echols County,1,GA15,2019
13103,Effingham County,1,GA14,2019
13105,Elbert County,1,GA02,2019
13107,Emanuel County,1,GA05,2019
13109,Evans County,1,GA14,2019
13111,Fannin County,1,GA09,2019
13113,Fayette County,1,GA03,2019
13115,Floyd County,1,GA13,2019
13117,Forsyth County,1,GA03,2019
13119,Franklin County,1,GA10,2019
13121,Fulton County,1,GA03,2019
13123,Gilmer County,1,GA13,2019
13125,Glascock County,1,GA05,2019
13127,Glynn County,1,GA06,2019
13129,Gordon County,1,GA13,2019
13131,Grady County,1,GA15,2019
13133,Greene County,1,GA02,2019
13135,Gwinnett County,1,GA03,2019
13137,Habersham County,1,GA10,2019
13139,Hall County,1,GA10,2019
13141,Hancock County,1,GA16,2019
13143,Haralson County,1,GA04,2019
13145,Harris County,1,GA08,2019
13147,Hart County,1,GA10,2019
13149,Heard County,1,GA04,2019
13151,Henry County,1,GA03,2019
13153,Houston County,1,GA12,2019
13155,Irwin County,1,GA15,2019
13157,Jackson County,1,GA02,2019
13159,Jasper County,1,GA03,2019
13161,Jeff Davis County,1,GA11,2019
13163,Jefferson County,1,GA05,2019
13165,Jenkins County,1,GA05,2019
13167,Johnson County,1,GA11,2019
13169,Jones County,1,GA12,2019
13171,Lamar County,1,GA03,2019
13173,Lanier County,1,GA15,2019
13175,Laurens County,1,GA11,2019
13177,Lee County,1,GA01,2019
13179,Liberty County,1,GA14,2019
13181,Lincoln County,1,GA05,2019
13183,Long County,1,GA14,2019
13185,Lowndes County,1,GA15,2019
13187,Lumpkin County,1,GA10,2019
13189,McDuffie County,1,GA05,2019
13191,McIntosh County,1,GA06,2019
13193,Macon County,1,GA08,2019
13195,Madison County,1,GA02,2019
13197,Marion County,1,GA08,2019
13199,Meriwether County,1,GA08,2019
13201,Miller County,1,GA15,2019
13205,Mitchell County,1,GA01,2019
13207,Monroe County,1,GA12,2019
13209,Montgomery County,1,GA11,2019
13211,Morgan County,1,GA02,2019
13213,Murray County,1,GA09,2019
13215,Muscogee County,1,GA08,2019
13217,Newton County,1,GA03,2019
13219,Oconee County,1,GA02,2019
13221,Oglethorpe County,1,GA02,2019
13223,Paulding County,1,GA03,2019
13225,Peach County,1,GA12,2019
13227,Pickens County,1,GA13,2019
13229,Pierce County,1,GA06,2019
13231,Pike County,1,GA03,2019
13233,Polk County,1,GA13,2019
13235,Pulaski County,1,GA12,2019
13237,Putnam County,1,GA12,2019
13239,Quitman County,1,GA08,2019
13241,Rabun County,1,GA10,2019
13243,Randolph County,1,GA01,2019
13245,Richmond County,1,GA05,2019
13247,Rockdale County,1,GA03,2019
13249,Schley County,1,GA01,2019
13251,Screven County,1,GA14,2019
13253,Seminole County,1,GA15,2019
13255,Spalding County,1,GA03,2019
13257,Stephens County,1,GA10,2019
13259,Stewart County,1,GA08,2019
13261,Sumter County,1,GA01,2019
13263,Talbot County,1,GA08,2019
13265,Taliaferro County,1,GA05,2019
13267,Tattnall County,1,GA14,2019
13269,Taylor County,1,GA08,2019
13271,Telfair County,1,GA11,2019
13273,Terrell County,1,GA01,2019
13275,Thomas County,1,GA15,2019
13277,Tift County,1,GA15,2019
13279,Toombs County,1,GA11,2019
13281,Towns County,1,GA10,2019
13283,Treutlen County,1,GA11,2019
13285,Troup County,1,GA08,2019
13287,Turner County,1,GA15,2019
13289,Twiggs County,1,GA12,2019
13291,Union County,1,GA10,2019
13293,Upson County,1,GA08,2019
13295,Walker County,1,GA07,2019
13297,Walton County,1,GA03,2019
13299,Ware County,1,GA06,2019
13301,Warren County,1,GA05,2019
13303,Washington County,1,GA16,2019
13305,Wayne County,1,GA06,2019
13307,Webster County,1,GA08,2019
13309,Wheeler County,1,GA11,2019
13311,White County,1,GA10,2019
13313,Whitfield County,1,GA09,2019
13315,Wilcox County,1,GA12,2019
13317,Wilkes County,1,GA05,2019
13319,Wilkinson County,1,GA16,2019
13321,Worth County,1,GA01,2019
15001,Hawaii County,1,HI01,2019
15003,Honolulu County,1,HI01,2019
15005,Kalawao County,1,HI01,2019
15007,Kauai County,1,HI01,2019
15009,Maui County,1,HI01,2019
16001,Ada County,1,ID03,2019
16003,Adams County,1,ID03,2019
16005,Bannock County,1,ID06,2019
16007,Bear Lake County,1,ID06,2019
16009,Benewah County,1,ID01,2019
16011,Bingham County,1,ID06,2019
16013,Blaine County,1,ID05,2019
16015,Boise County,1,ID03,2019
16017,Bonner County,1,ID01,2019
16019,Bonneville County,1,ID04,2019
16021,Boundary County,1,ID01,2019
16023,Butte County,1,ID04,2019
16025,Camas County,1,ID05,2019
16027,Canyon County,1,ID03,2019
16029,Caribou County,1,ID06,2019
16031,Cassia County,1,ID05,2019
16033,Clark County,1,ID04,2019
16035,Clearwater County,1,ID02,2019
16037,Custer County,1,ID04,2019
16039,Elmore County,1,ID03,2019
16041,Franklin County,1,ID06,2019
16043,Fremont County,1,ID04,2019
16045,Gem County,1,ID03,2019
16047,Gooding County,1,ID05,2019
16049,Idaho County,1,ID02,2019
16051,Jefferson County,1,ID04,2019
16053,Jerome County,1,ID05,2019
16055,Kootenai County,1,ID01,2019
16057,Latah County,1,ID02,2019
16059,Lemhi County,1,ID04,2019
16061,Lewis County,1,ID02,2019
16063,Lincoln County,1,ID05,2019
16065,Madison County,1,ID04,2019
16067,Minidoka County,1,ID05,2019
16069,Nez Perce County,1,ID02,2019
16071,Oneida County,1,ID06,2019
16073,Owyhee County,1,ID03,2019
16075,Payette County,1,ID03,2019
16077,Power County,1,ID06,2019
16079,Shoshone County,1,ID01,2019
16081,Teton County,1,ID04,2019
16083,Twin Falls County,1,ID05,2019
16085,Valley County,1,ID03,2019
16087,Washington County,1,ID03,2019
17001,Adams County,1,IL10,2019
17003,Alexander County,1,IL13,2019
17005,Bond County,1,IL11,2019
17007,Boone County,1,IL05,2019
17009,Brown County,1,IL10,2019
17011,Bureau County,1,IL06,2019
17013,Calhoun County,1,IL11,2019
17015,Carroll County,1,IL05,2019
17017,Cass County,1,IL10,2019
17019,Champaign County,1,IL09,2019
17021,Christian County,1,IL10,2019
17023,Clark County,1,IL09,2019
17025,Clay County,1,IL13,2019
17027,Clinton County,1,IL11,2019
17029,Coles County,1,IL09,2019
17031,Cook County,1,IL01,2019
17033,Crawford County,1,IL13,2019
17035,Cumberland County,1,IL09,2019
17037,DeKalb County,1,IL05,2019
17039,De Witt County,1,IL08,2019
17041,Douglas County,1,IL09,2019
17043,DuPage County,1,IL03,2019
17045,Edgar County,1,IL09,2019
17047,Edwards County,1,IL13,2019
17049,Effingham County,1,IL13,2019
17051,Fayette County,1,IL13,2019
17053,Ford County,1,IL09,2019
17055,Franklin County,1,IL13,2019
17057,Fulton County,1,IL07,2019
17059,Gallatin County,1,IL13,2019
17061,Greene County,1,IL11,2019
17063,Grundy County,1,IL04,2019
17065,Hamilton County,1,IL13,2019
17067,Hancock County,1,IL06,2019
17069,Hardin County,1,IL13,2019
17071,Henderson County,1,IL06,2019
17073,Henry County,1,IL06,2019
17075,Iroquois County,1,IL09,2019
17077,Jackson County,1,IL13,2019
17079,Jasper County,1,IL13,2019
17081,Jefferson County,1,IL13,2019
17083,Jersey County,1,IL11,2019
17085,Jo Daviess County,1,IL05,2019
17087,Johnson County,1,IL13,2019
17089,Kane County,1,IL03,2019
17091,Kankakee County,1,IL04,2019
17093,Kendall County,1,IL04,2019
17095,Knox County,1,IL07,2019
17097,Lake County,1,IL02,2019
17099,LaSalle County,1,IL07,2019
17101,Lawrence County,1,IL13,2019
17103,Lee County,1,IL05,2019
17105,Livingston County,1,IL08,2019
17107,Logan County,1,IL10,2019
17109,McDonough County,1,IL07,2019
17111,McHenry County,1,IL02,2019
17113,McLean County,1,IL08,2019
17115,Macon County,1,IL10,2019
17117,Macoupin County,1,IL11,2019
17119,Madison County,1,IL12,2019
17121,Marion County,1,IL13,2019
17123,Marshall County,1,IL07,2019
17125,Mason County,1,IL10,2019
17127,Massac County,1,IL13,2019
17129,Menard County,1,IL10,2019
17131,Mercer County,1,IL06,2019
17133,Monroe County,1,IL12,2019
17135,Montgomery County,1,IL11,2019
17137,Morgan County,1,IL10,2019
17139,Moultrie County,1,IL10,2019
17141,Ogle County,1,IL05,2019
17143,Peoria County,1,IL07,2019
17145,Perry County,1,IL13,2019
17147,Piatt County,1,IL09,2019
17149,Pike County,1,IL10,2019
17151,Pope County,1,IL13,2019
17153,Pulaski County,1,IL13,2019
17155,Putnam County,1,IL07,2019
17157,Randolph County,1,IL11,2019
17159,Richland County,1,IL13,2019
17161,Rock Island County,1,IL06,2019
17163,St. Clair County,1,IL12,2019
17165,Saline County,1,IL13,2019
17167,Sangamon County,1,IL10,2019
17169,Schuyler County,1,IL10,2019
17171,Scott County,1,IL10,2019
17173,Shelby County,1,IL10,2019
17175,Stark County,1,IL07,2019
17177,Stephenson County,1,IL05,2019
17179,Tazewell County,1,IL07,2019
17181,Union County,1,IL13,2019
17183,Vermilion County,1,IL09,2019
17185,Wabash County,1,IL13,2019
17187,Warren County,1,IL06,2019
17189,Washington County,1,IL11,2019
17191,Wayne County,1,IL13,2019
17193,White County,1,IL13,2019
17195,Whiteside County,1,IL06,2019
17197,Will County,1,IL04,2019
17199,Williamson County,1,IL13,2019
17201,Winnebago County,1,IL05,2019
17203,Woodford County,1,IL07,2019
18001,Adams County,1,IN03,2019
18003,Allen County,1,IN04,2019
18005,Bartholomew County,1,IN12,2019
18007,Benton County,1,IN05,2019
18009,Blackford County,1,IN08,2019
18011,Boone County,1,IN10,2019
18013,Brown County,1,IN13,2019
18015,Carroll County,1,IN07,2019
18017,Cass County,1,IN06,2019
18019,Clark County,1,IN16,2019
18021,Clay County,1,IN09,2019
18023,Clinton County,1,IN07,2019
18025,Crawford County,1,IN16,2019
18027,Daviess County,1,IN15,2019
18029,Dearborn County,1,IN14,2019
18031,Decatur County,1,IN12,2019
18033,DeKalb County,1,IN03,2019
18035,Delaware County,1,IN08,2019
18037,Dubois County,1,IN15,2019
18039,Elkhart County,1,IN02,2019
18041,Fayette County,1,IN11,2019
18043,Floyd County,1,IN16,2019
18045,Fountain County,1,IN07,2019
18047,Franklin County,1,IN14,2019
18049,Fulton County,1,IN06,2019
18051,Gibson County,1,IN17,2019
18053,Grant County,1,IN08,2019
18055,Greene County,1,IN15,2019
18057,Hamilton County,1,IN10,2019
18059,Hancock County,1,IN11,2019
18061,Harrison County,1,IN16,2019
18063,Hendricks County,1,IN10,2019
18065,Henry County,1,IN11,2019
18067,Howard County,1,IN06,2019
18069,Huntington County,1,IN03,2019
18071,Jackson County,1,IN12,2019
18073,Jasper County,1,IN05,2019
18075,Jay County,1,IN08,2019
18077,Jefferson County,1,IN16,2019
18079,Jennings County,1,IN12,2019
18081,Johnson County,1,IN13,2019
18083,Knox County,1,IN15,2019
18085,Kosciusko County,1,IN02,2019
18087,LaGrange County,1,IN03,2019
18089,Lake County,1,IN01,2019
18091,LaPorte County,1,IN01,2019
18093,Lawrence County,1,IN13,2019
18095,Madison County,1,IN11,2019
18097,Marion County,1,IN10,2019
18099,Marshall County,1,IN02,2019
18101,Martin County,1,IN15,2019
